Date, t, Pressure (mBar), Pressure Altitude (m), Temperature (°C)
2016-10-06 18:14:14 +0000, 2.464943, 1008.100891, 0.700662, 26.770000
2016-10-06 18:14:14 +0000, 2.512063, 1008.102112, 0.690463, 26.760000
2016-10-06 18:14:14 +0000, 2.555946, 1008.113220, 0.597651, 26.780001
2016-10-06 18:14:14 +0000, 2.616841, 1008.071899, 0.942896, 26.750000
2016-10-06 18:14:15 +0000, 2.679517, 1008.113220, 0.597651, 26.770000
2016-10-06 18:14:15 +0000, 2.707050, 1008.088562, 0.803675, 26.760000
2016-10-06 18:14:15 +0000, 2.765808, 1008.088562, 0.803675, 26.760000
2016-10-06 18:14:15 +0000, 2.827178, 1008.115601, 0.577762, 26.760000
2016-10-06 18:14:15 +0000, 2.855964, 1008.105469, 0.662415, 26.760000
2016-10-06 18:14:15 +0000, 2.915825, 1008.126770, 0.484441, 26.770000
2016-10-06 18:14:15 +0000, 2.976143, 1008.107666, 0.644057, 26.770000
2016-10-06 18:14:15 +0000, 3.006316, 1008.119080, 0.548695, 26.760000
2016-10-06 18:14:15 +0000, 3.064838, 1008.102112, 0.690463, 26.760000
2016-10-06 18:14:15 +0000, 3.127797, 1008.070679, 0.953095, 26.760000
2016-10-06 18:14:15 +0000, 3.157238, 1008.098694, 0.719021, 26.760000
2016-10-06 18:14:15 +0000, 3.215836, 1008.102112, 0.690463, 26.760000
2016-10-06 18:14:15 +0000, 3.277085, 1008.102112, 0.690463, 26.760000
2016-10-06 18:14:15 +0000, 3.307070, 1008.112244, 0.605810, 26.760000
2016-10-06 18:14:15 +0000, 3.382024, 1008.108887, 0.633857, 26.760000
2016-10-06 18:14:15 +0000, 3.428884, 1008.076172, 0.907198, 26.750000
2016-10-06 18:14:15 +0000, 3.457799, 1008.107910, 0.642017, 26.760000
2016-10-06 18:14:15 +0000, 3.517454, 1008.091003, 0.783276, 26.760000
2016-10-06 18:14:15 +0000, 3.576213, 1008.096252, 0.739419, 26.770000
2016-10-06 18:14:15 +0000, 3.607768, 1008.131409, 0.445685, 26.770000
2016-10-06 18:14:16 +0000, 3.667378, 1008.112244, 0.605810, 26.760000
2016-10-06 18:14:16 +0000, 3.728080, 1008.088562, 0.803675, 26.760000
2016-10-06 18:14:16 +0000, 3.759415, 1008.102112, 0.690463, 26.760000
2016-10-06 18:14:16 +0000, 3.818206, 1008.102112, 0.690463, 26.760000
2016-10-06 18:14:16 +0000, 3.877500, 1008.071533, 0.945956, 26.760000
2016-10-06 18:14:16 +0000, 3.909128, 1008.080566, 0.870480, 26.770000
2016-10-06 18:14:16 +0000, 3.967807, 1008.095337, 0.747068, 26.760000
2016-10-06 18:14:16 +0000, 4.029257, 1008.068176, 0.974004, 26.760000
2016-10-06 18:14:16 +0000, 4.060616, 1008.080811, 0.868440, 26.760000
2016-10-06 18:14:16 +0000, 4.119609, 1008.102112, 0.690463, 26.760000
2016-10-06 18:14:16 +0000, 4.179013, 1008.050293, 1.123428, 26.760000
2016-10-06 18:14:16 +0000, 4.210345, 1008.098694, 0.719021, 26.760000
2016-10-06 18:14:16 +0000, 4.268866, 1008.109802, 0.626208, 26.770000
2016-10-06 18:14:16 +0000, 4.329670, 1008.103027, 0.682813, 26.770000
2016-10-06 18:14:16 +0000, 4.361845, 1008.106384, 0.654766, 26.770000
2016-10-06 18:14:16 +0000, 4.420259, 1008.098694, 0.719021, 26.760000
2016-10-06 18:14:16 +0000, 4.479990, 1008.131409, 0.445685, 26.770000
2016-10-06 18:14:16 +0000, 4.510698, 1008.101196, 0.698112, 26.760000
2016-10-06 18:14:16 +0000, 4.570103, 1008.085144, 0.832233, 26.760000
2016-10-06 18:14:17 +0000, 4.630621, 1008.095337, 0.747068, 26.760000
2016-10-06 18:14:17 +0000, 4.662630, 1008.085144, 0.832233, 26.760000
2016-10-06 18:14:17 +0000, 4.721407, 1008.119080, 0.548695, 26.760000
2016-10-06 18:14:17 +0000, 4.780620, 1008.135986, 0.407439, 26.760000
2016-10-06 18:14:17 +0000, 4.811593, 1008.064819, 1.002053, 26.760000
2016-10-06 18:14:17 +0000, 4.870995, 1008.124634, 0.502289, 26.770000
2016-10-06 18:14:17 +0000, 4.932134, 1008.106384, 0.654766, 26.770000
2016-10-06 18:14:17 +0000, 4.946627, 1008.098694, 0.719021, 26.760000
2016-10-06 18:14:17 +0000, 5.021645, 1008.074951, 0.917397, 26.760000
2016-10-06 18:14:17 +0000, 5.080940, 1008.095337, 0.747068, 26.760000
2016-10-06 18:14:17 +0000, 5.096872, 1008.088562, 0.803675, 26.760000
2016-10-06 18:14:17 +0000, 5.171367, 1008.105469, 0.662415, 26.760000
2016-10-06 18:14:17 +0000, 5.232016, 1008.104553, 0.670064, 26.760000
2016-10-06 18:14:17 +0000, 5.246736, 1008.089478, 0.796025, 26.770000
2016-10-06 18:14:17 +0000, 5.324388, 1008.108887, 0.633857, 26.760000
2016-10-06 18:14:17 +0000, 5.381339, 1008.108887, 0.633857, 26.760000
2016-10-06 18:14:17 +0000, 5.397113, 1008.052490, 1.105068, 26.750000
2016-10-06 18:14:17 +0000, 5.471160, 1008.054626, 1.087219, 26.760000
2016-10-06 18:14:17 +0000, 5.531614, 1008.069397, 0.963805, 26.750000
2016-10-06 18:14:17 +0000, 5.563695, 1008.095337, 0.747068, 26.760000
2016-10-06 18:14:18 +0000, 5.621761, 1008.063843, 1.010213, 26.740000
2016-10-06 18:14:18 +0000, 5.681947, 1008.070679, 0.953095, 26.760000
2016-10-06 18:14:18 +0000, 5.697957, 1008.081787, 0.860281, 26.760000
2016-10-06 18:14:18 +0000, 5.771135, 1008.091980, 0.775116, 26.760000
2016-10-06 18:14:18 +0000, 5.832232, 1008.091003, 0.783276, 26.760000
2016-10-06 18:14:18 +0000, 5.847659, 1008.085144, 0.832233, 26.760000
2016-10-06 18:14:18 +0000, 5.921788, 1008.098694, 0.719021, 26.760000
2016-10-06 18:14:18 +0000, 5.981139, 1008.103027, 0.682813, 26.770000
2016-10-06 18:14:18 +0000, 5.997000, 1008.088562, 0.803675, 26.760000
2016-10-06 18:14:18 +0000, 6.071947, 1008.095337, 0.747068, 26.760000
2016-10-06 18:14:18 +0000, 6.132100, 1008.088562, 0.803675, 26.760000
2016-10-06 18:14:18 +0000, 6.147366, 1008.081787, 0.860281, 26.760000
2016-10-06 18:14:18 +0000, 6.222221, 1008.088562, 0.803675, 26.760000
2016-10-06 18:14:18 +0000, 6.281187, 1008.061401, 1.030612, 26.760000
2016-10-06 18:14:18 +0000, 6.297450, 1008.116577, 0.569603, 26.770000
2016-10-06 18:14:18 +0000, 6.371280, 1008.111084, 0.615499, 26.770000
2016-10-06 18:14:18 +0000, 6.432119, 1008.087280, 0.814384, 26.770000
2016-10-06 18:14:18 +0000, 6.447442, 1008.074951, 0.917397, 26.760000
2016-10-06 18:14:18 +0000, 6.522365, 1008.076172, 0.907198, 26.750000
2016-10-06 18:14:18 +0000, 6.581465, 1008.102112, 0.690463, 26.760000
2016-10-06 18:14:18 +0000, 6.596608, 1008.089783, 0.793475, 26.750000
2016-10-06 18:14:19 +0000, 6.671455, 1008.084167, 0.840392, 26.760000
2016-10-06 18:14:19 +0000, 6.731778, 1008.095337, 0.747068, 26.760000
2016-10-06 18:14:19 +0000, 6.746553, 1008.136902, 0.399790, 26.770000
2016-10-06 18:14:19 +0000, 6.821872, 1008.126770, 0.484441, 26.770000
2016-10-06 18:14:19 +0000, 6.881427, 1008.105469, 0.662415, 26.760000
2016-10-06 18:14:19 +0000, 6.913173, 1008.122437, 0.520648, 26.760000
2016-10-06 18:14:19 +0000, 6.971531, 1008.135071, 0.415088, 26.760000
2016-10-06 18:14:19 +0000, 7.031942, 1008.112244, 0.605810, 26.760000
2016-10-06 18:14:19 +0000, 7.047179, 1008.099670, 0.710861, 26.770000
2016-10-06 18:14:19 +0000, 7.121583, 1008.103027, 0.682813, 26.770000
2016-10-06 18:14:19 +0000, 7.181035, 1008.114746, 0.584902, 26.760000
2016-10-06 18:14:19 +0000, 7.196474, 1008.125854, 0.492090, 26.760000
2016-10-06 18:14:19 +0000, 7.271475, 1008.099915, 0.708821, 26.750000
2016-10-06 18:14:19 +0000, 7.331925, 1008.095337, 0.747068, 26.760000
2016-10-06 18:14:19 +0000, 7.346191, 1008.075562, 0.912298, 26.730000
2016-10-06 18:14:19 +0000, 7.422114, 1008.109802, 0.626208, 26.770000
2016-10-06 18:14:19 +0000, 7.481101, 1008.098694, 0.719021, 26.760000
2016-10-06 18:14:19 +0000, 7.497245, 1008.049072, 1.133627, 26.750000
2016-10-06 18:14:19 +0000, 7.571414, 1008.105469, 0.662415, 26.760000
2016-10-06 18:14:20 +0000, 7.631956, 1008.095337, 0.747068, 26.760000
2016-10-06 18:14:20 +0000, 7.663880, 1008.109802, 0.626208, 26.770000
2016-10-06 18:14:20 +0000, 7.721975, 1008.066040, 0.991853, 26.750000
2016-10-06 18:14:20 +0000, 7.781015, 1008.095337, 0.747068, 26.760000
2016-10-06 18:14:20 +0000, 7.797611, 1008.091980, 0.775116, 26.760000
2016-10-06 18:14:20 +0000, 7.871554, 1008.085144, 0.832233, 26.760000
2016-10-06 18:14:20 +0000, 7.932418, 1008.094421, 0.754718, 26.760000
2016-10-06 18:14:20 +0000, 7.948145, 1008.115601, 0.577762, 26.760000
2016-10-06 18:14:20 +0000, 8.023109, 1008.096252, 0.739419, 26.770000
2016-10-06 18:14:20 +0000, 8.081668, 1008.102112, 0.690463, 26.760000
2016-10-06 18:14:20 +0000, 8.098082, 1008.063843, 1.010213, 26.760000
2016-10-06 18:14:20 +0000, 8.171593, 1008.070679, 0.953095, 26.760000
2016-10-06 18:14:20 +0000, 8.232167, 1008.114746, 0.584902, 26.760000
2016-10-06 18:14:20 +0000, 8.246218, 1008.096252, 0.739419, 26.770000
2016-10-06 18:14:20 +0000, 8.321827, 1008.107910, 0.642017, 26.760000
2016-10-06 18:14:20 +0000, 8.381364, 1008.089783, 0.793475, 26.750000
2016-10-06 18:14:20 +0000, 8.396917, 1008.072754, 0.935756, 26.750000
2016-10-06 18:14:20 +0000, 8.471218, 1008.074951, 0.917397, 26.760000
2016-10-06 18:14:20 +0000, 8.532285, 1008.108887, 0.633857, 26.760000
2016-10-06 18:14:20 +0000, 8.546316, 1008.103027, 0.682813, 26.770000
2016-10-06 18:14:21 +0000, 8.621895, 1008.122192, 0.522687, 26.780001
2016-10-06 18:14:21 +0000, 8.682134, 1008.074951, 0.917397, 26.760000
2016-10-06 18:14:21 +0000, 8.698965, 1008.099915, 0.708821, 26.750000
2016-10-06 18:14:21 +0000, 8.771675, 1008.101196, 0.698112, 26.760000
2016-10-06 18:14:21 +0000, 8.832396, 1008.057068, 1.066820, 26.760000
2016-10-06 18:14:21 +0000, 8.846841, 1008.062622, 1.020412, 26.750000
2016-10-06 18:14:21 +0000, 8.921659, 1008.070679, 0.953095, 26.760000
2016-10-06 18:14:21 +0000, 8.981490, 1008.070679, 0.953095, 26.760000
2016-10-06 18:14:21 +0000, 8.997036, 1008.024109, 1.342212, 26.760000
2016-10-06 18:14:21 +0000, 9.071630, 1008.055603, 1.079059, 26.770000
2016-10-06 18:14:21 +0000, 9.132443, 1008.081787, 0.860281, 26.760000
2016-10-06 18:14:21 +0000, 9.146842, 1008.074951, 0.917397, 26.760000
2016-10-06 18:14:21 +0000, 9.222593, 1008.095337, 0.747068, 26.760000
2016-10-06 18:14:21 +0000, 9.282016, 1008.034302, 1.257044, 26.760000
2016-10-06 18:14:21 +0000, 9.297333, 1008.034302, 1.257044, 26.760000
2016-10-06 18:14:21 +0000, 9.372211, 1008.046936, 1.151477, 26.760000
2016-10-06 18:14:21 +0000, 9.431914, 1008.057068, 1.066820, 26.760000
2016-10-06 18:14:21 +0000, 9.447010, 1008.052490, 1.105068, 26.750000
2016-10-06 18:14:21 +0000, 9.522078, 1008.051208, 1.115778, 26.760000
2016-10-06 18:14:21 +0000, 9.581896, 1008.054626, 1.087219, 26.760000
2016-10-06 18:14:21 +0000, 9.597071, 1008.072754, 0.935756, 26.750000
2016-10-06 18:14:22 +0000, 9.671728, 1008.091980, 0.775116, 26.760000
2016-10-06 18:14:22 +0000, 9.731937, 1008.074951, 0.917397, 26.760000
2016-10-06 18:14:22 +0000, 9.746676, 1008.069092, 0.966355, 26.770000
2016-10-06 18:14:22 +0000, 9.822447, 1008.071533, 0.945956, 26.760000
2016-10-06 18:14:22 +0000, 9.881712, 1008.064819, 1.002053, 26.760000
2016-10-06 18:14:22 +0000, 9.897485, 1008.074951, 0.917397, 26.760000
2016-10-06 18:14:22 +0000, 9.971902, 1008.122437, 0.520648, 26.760000
2016-10-06 18:14:22 +0000, 10.032488, 1008.112244, 0.605810, 26.760000
2016-10-06 18:14:22 +0000, 10.047220, 1008.111328, 0.613459, 26.760000
2016-10-06 18:14:22 +0000, 10.122212, 1008.074036, 0.925047, 26.760000
2016-10-06 18:14:22 +0000, 10.181340, 1008.052490, 1.105068, 26.750000
2016-10-06 18:14:22 +0000, 10.212964, 1008.079285, 0.881190, 26.770000
2016-10-06 18:14:22 +0000, 10.273394, 1008.074951, 0.917397, 26.760000
2016-10-06 18:14:22 +0000, 10.331946, 1008.085144, 0.832233, 26.760000
2016-10-06 18:14:22 +0000, 10.347408, 1008.074951, 0.917397, 26.760000
2016-10-06 18:14:22 +0000, 10.422359, 1008.074951, 0.917397, 26.760000
2016-10-06 18:14:22 +0000, 10.481524, 1008.059265, 1.048461, 26.750000
2016-10-06 18:14:22 +0000, 10.496082, 1008.069397, 0.963805, 26.750000
2016-10-06 18:14:22 +0000, 10.571734, 1008.066040, 0.991853, 26.750000
2016-10-06 18:14:23 +0000, 10.632137, 1008.074951, 0.917397, 26.760000
2016-10-06 18:14:23 +0000, 10.646151, 1008.066040, 0.991853, 26.750000
2016-10-06 18:14:23 +0000, 10.722095, 1008.082947, 0.850591, 26.750000
2016-10-06 18:14:23 +0000, 10.781691, 1008.081787, 0.860281, 26.760000
2016-10-06 18:14:23 +0000, 10.796867, 1008.081787, 0.860281, 26.760000
2016-10-06 18:14:23 +0000, 10.871560, 1008.091980, 0.775116, 26.760000
2016-10-06 18:14:23 +0000, 10.932704, 1008.070679, 0.953095, 26.760000
2016-10-06 18:14:23 +0000, 10.965815, 1008.074036, 0.925047, 26.760000
2016-10-06 18:14:23 +0000, 11.022506, 1008.116577, 0.569603, 26.770000
2016-10-06 18:14:23 +0000, 11.081680, 1008.063843, 1.010213, 26.760000
2016-10-06 18:14:23 +0000, 11.096458, 1008.062622, 1.020412, 26.750000
2016-10-06 18:14:23 +0000, 11.172108, 1008.058044, 1.058660, 26.760000
2016-10-06 18:14:23 +0000, 11.232825, 1008.064819, 1.002053, 26.760000
2016-10-06 18:14:23 +0000, 11.246827, 1008.058044, 1.058660, 26.760000
2016-10-06 18:14:23 +0000, 11.322584, 1008.060486, 1.038261, 26.760000
2016-10-06 18:14:23 +0000, 11.381601, 1008.074951, 0.917397, 26.760000
2016-10-06 18:14:23 +0000, 11.396894, 1008.078369, 0.888839, 26.760000
2016-10-06 18:14:23 +0000, 11.472794, 1008.082642, 0.853141, 26.770000
2016-10-06 18:14:23 +0000, 11.532590, 1008.071533, 0.945956, 26.760000
2016-10-06 18:14:23 +0000, 11.546530, 1008.078369, 0.888839, 26.760000
2016-10-06 18:14:24 +0000, 11.622164, 1008.094116, 0.757268, 26.770000
2016-10-06 18:14:24 +0000, 11.681600, 1008.047852, 1.143827, 26.760000
2016-10-06 18:14:24 +0000, 11.696413, 1008.050293, 1.123428, 26.760000
2016-10-06 18:14:24 +0000, 11.772099, 1008.051208, 1.115778, 26.760000
2016-10-06 18:14:24 +0000, 11.832899, 1008.058350, 1.056110, 26.750000
2016-10-06 18:14:24 +0000, 11.846868, 1008.042236, 1.190745, 26.750000
2016-10-06 18:14:24 +0000, 11.922507, 1008.050293, 1.123428, 26.760000
2016-10-06 18:14:24 +0000, 11.981607, 1008.059265, 1.048461, 26.750000
2016-10-06 18:14:24 +0000, 11.996424, 1008.055847, 1.077020, 26.750000
2016-10-06 18:14:24 +0000, 12.072564, 1008.054626, 1.087219, 26.760000
2016-10-06 18:14:24 +0000, 12.132649, 1008.028687, 1.303963, 26.750000
2016-10-06 18:14:24 +0000, 12.146698, 1008.013000, 1.435031, 26.760000
2016-10-06 18:14:24 +0000, 12.223376, 1008.058960, 1.051011, 26.770000
2016-10-06 18:14:24 +0000, 12.281920, 1008.082642, 0.853141, 26.770000
2016-10-06 18:14:24 +0000, 12.297287, 1008.046936, 1.151477, 26.760000
2016-10-06 18:14:24 +0000, 12.372087, 1008.035522, 1.246844, 26.750000
2016-10-06 18:14:24 +0000, 12.432935, 1008.061401, 1.030612, 26.760000
2016-10-06 18:14:24 +0000, 12.447524, 1008.053650, 1.095379, 26.760000
2016-10-06 18:14:24 +0000, 12.522820, 1008.063843, 1.010213, 26.760000
2016-10-06 18:14:24 +0000, 12.581864, 1008.041077, 1.200435, 26.760000
2016-10-06 18:14:24 +0000, 12.597140, 1008.016418, 1.406471, 26.760000
2016-10-06 18:14:25 +0000, 12.672073, 1008.051208, 1.115778, 26.760000
2016-10-06 18:14:25 +0000, 12.732719, 1008.030884, 1.285603, 26.760000
2016-10-06 18:14:25 +0000, 12.747477, 1008.036743, 1.236644, 26.760000
2016-10-06 18:14:25 +0000, 12.822091, 1008.047852, 1.143827, 26.760000
2016-10-06 18:14:25 +0000, 12.881677, 1008.058960, 1.051011, 26.770000
2016-10-06 18:14:25 +0000, 12.897156, 1008.027832, 1.311103, 26.750000
2016-10-06 18:14:25 +0000, 12.972102, 1008.043518, 1.180036, 26.760000
2016-10-06 18:14:25 +0000, 13.072330, 1008.041992, 1.192785, 26.770000
2016-10-06 18:14:25 +0000, 13.085945, 1008.058044, 1.058660, 26.760000
2016-10-06 18:14:25 +0000, 13.115421, 1008.066040, 0.991853, 26.750000
2016-10-06 18:14:25 +0000, 13.181762, 1008.038879, 1.218795, 26.750000
2016-10-06 18:14:25 +0000, 13.212825, 1008.050293, 1.123428, 26.760000
2016-10-06 18:14:25 +0000, 13.272277, 1008.018494, 1.389131, 26.750000
2016-10-06 18:14:25 +0000, 13.332342, 1008.030884, 1.285603, 26.760000
2016-10-06 18:14:25 +0000, 13.347449, 1008.015137, 1.417181, 26.750000
2016-10-06 18:14:25 +0000, 13.422542, 1008.052124, 1.108128, 26.770000
2016-10-06 18:14:25 +0000, 13.482149, 1008.032104, 1.275403, 26.750000
2016-10-06 18:14:25 +0000, 13.497521, 1007.983704, 1.679832, 26.750000
2016-10-06 18:14:25 +0000, 13.572555, 1007.998230, 1.558451, 26.750000
2016-10-06 18:14:26 +0000, 13.632448, 1007.985840, 1.661982, 26.760000
2016-10-06 18:14:26 +0000, 13.647004, 1008.011780, 1.445231, 26.750000
2016-10-06 18:14:26 +0000, 13.732007, 1007.990479, 1.623221, 26.750000
2016-10-06 18:14:26 +0000, 13.781880, 1008.011780, 1.445231, 26.750000
2016-10-06 18:14:26 +0000, 13.796460, 1007.998230, 1.558451, 26.750000
2016-10-06 18:14:26 +0000, 13.872199, 1008.002869, 1.519691, 26.760000
2016-10-06 18:14:26 +0000, 13.932900, 1007.988037, 1.643622, 26.750000
2016-10-06 18:14:26 +0000, 13.947510, 1008.001587, 1.530401, 26.750000
2016-10-06 18:14:26 +0000, 14.023006, 1008.025330, 1.332012, 26.750000
2016-10-06 18:14:26 +0000, 14.082316, 1008.027466, 1.314162, 26.760000
2016-10-06 18:14:26 +0000, 14.097308, 1008.011780, 1.445231, 26.750000
2016-10-06 18:14:26 +0000, 14.182041, 1007.990173, 1.625771, 26.760000
2016-10-06 18:14:26 +0000, 14.232886, 1008.010559, 1.455431, 26.760000
2016-10-06 18:14:26 +0000, 14.247021, 1007.988037, 1.643622, 26.750000
2016-10-06 18:14:26 +0000, 14.352434, 1007.936279, 2.076116, 26.750000
2016-10-06 18:14:26 +0000, 14.383331, 1007.974426, 1.757354, 26.750000
2016-10-06 18:14:26 +0000, 14.398616, 1007.999390, 1.548761, 26.760000
2016-10-06 18:14:26 +0000, 14.472269, 1007.926941, 2.154151, 26.700001
2016-10-06 18:14:26 +0000, 14.562826, 1008.013916, 1.427381, 26.760000
2016-10-06 18:14:26 +0000, 14.568904, 1008.013916, 1.427381, 26.760000
2016-10-06 18:14:27 +0000, 14.623557, 1008.009583, 1.463591, 26.760000
2016-10-06 18:14:27 +0000, 14.682741, 1008.002869, 1.519691, 26.760000
2016-10-06 18:14:27 +0000, 14.722455, 1008.021973, 1.360062, 26.750000
2016-10-06 18:14:27 +0000, 14.772015, 1007.992371, 1.607411, 26.770000
2016-10-06 18:14:27 +0000, 14.832943, 1008.008362, 1.473791, 26.750000
2016-10-06 18:14:27 +0000, 14.872408, 1007.977844, 1.728793, 26.750000
2016-10-06 18:14:27 +0000, 14.922600, 1007.992676, 1.604861, 26.760000
2016-10-06 18:14:27 +0000, 15.013282, 1007.963318, 1.850176, 26.750000
2016-10-06 18:14:27 +0000, 15.028520, 1007.969910, 1.795095, 26.760000
2016-10-06 18:14:27 +0000, 15.059183, 1007.950684, 1.955750, 26.750000
2016-10-06 18:14:27 +0000, 15.133166, 1007.966431, 1.824165, 26.760000
2016-10-06 18:14:27 +0000, 15.192630, 1007.980286, 1.708393, 26.750000
2016-10-06 18:14:27 +0000, 15.224945, 1007.974426, 1.757354, 26.750000
2016-10-06 18:14:27 +0000, 15.281969, 1007.983704, 1.679832, 26.750000
2016-10-06 18:14:27 +0000, 15.342003, 1007.994812, 1.587011, 26.750000
2016-10-06 18:14:27 +0000, 15.374441, 1007.984619, 1.672182, 26.750000
2016-10-06 18:14:27 +0000, 15.432858, 1007.892090, 2.445383, 26.700001
2016-10-06 18:14:27 +0000, 15.492693, 1008.005005, 1.501841, 26.750000
2016-10-06 18:14:27 +0000, 15.532037, 1007.979126, 1.718083, 26.760000
2016-10-06 18:14:27 +0000, 15.581784, 1008.012756, 1.437071, 26.770000
2016-10-06 18:14:28 +0000, 15.641815, 1007.977844, 1.728793, 26.750000
2016-10-06 18:14:28 +0000, 15.702131, 1008.025024, 1.334562, 26.770000
2016-10-06 18:14:28 +0000, 15.734864, 1007.985840, 1.661982, 26.760000
2016-10-06 18:14:28 +0000, 15.792484, 1007.972351, 1.774694, 26.760000
2016-10-06 18:14:28 +0000, 15.851798, 1008.018494, 1.389131, 26.750000
2016-10-06 18:14:28 +0000, 15.883846, 1008.021973, 1.360062, 26.750000
2016-10-06 18:14:28 +0000, 15.942427, 1008.008362, 1.473791, 26.750000
2016-10-06 18:14:28 +0000, 16.002885, 1008.036743, 1.236644, 26.760000
2016-10-06 18:14:28 +0000, 16.034028, 1008.035522, 1.246844, 26.750000
2016-10-06 18:14:28 +0000, 16.092611, 1007.987061, 1.651782, 26.750000
2016-10-06 18:14:28 +0000, 16.151427, 1008.021973, 1.360062, 26.750000
2016-10-06 18:14:28 +0000, 16.183148, 1007.997253, 1.566611, 26.750000
2016-10-06 18:14:28 +0000, 16.243275, 1007.919189, 2.218925, 26.700001
2016-10-06 18:14:28 +0000, 16.303397, 1007.998230, 1.558451, 26.750000
2016-10-06 18:14:28 +0000, 16.342179, 1007.991455, 1.615061, 26.750000
2016-10-06 18:14:28 +0000, 16.392566, 1008.034302, 1.257044, 26.760000
2016-10-06 18:14:28 +0000, 16.451158, 1007.993896, 1.594661, 26.750000
2016-10-06 18:14:28 +0000, 16.511155, 1007.977844, 1.728793, 26.750000
2016-10-06 18:14:28 +0000, 16.543332, 1007.987061, 1.651782, 26.750000
